nh,anh,panh,inh,n,an,pan,in,ix,a,h,pa,pah,p,mẽhp,s,wr,ixwr,awr,je,w,ixw,aw,jej,ak,k,amn,amnep,ahpa,xa,ko,nhỹ,amne,am,j
,,,,,,,,,,,,,pahtak,,,,,,,,,,,,,,,,,,,,,
,,panhĩmex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,anhĩmex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhĩmex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhĩmex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,panhĩmex,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhĩmex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩmex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhĩmex,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,panhĩmex,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhĩmex,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hitõt,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ahtũmre,,,,,,,,,,,,,,,,,,,,,,,,,
nhĩrôp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩrôp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,haputa,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,arãwja,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,patrãwja,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pykata,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pytà,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agata,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkagata,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,htêk,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,panhĩpy,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhĩpy,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axôm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kupa,,,,,,,,,
,,,,nhõrja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpre,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahihtita,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akahak,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkahak,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pakahak,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpẽ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kupẽ,,,,,,,,,
,,,,,,,,,,,,,pesti,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,sesti,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akryk,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,aprõta,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hprõta,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hitep,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kôkja,,,,,,,,,
,,,,,,,,,,hpôkja,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,paraãwja,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ahkreja,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,papaja,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,janhôr
,,,,,,,,,,hanhôr,,,,,,,,,,,,,,,,,,,,,,,,
nhõkrã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,panhõkrã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,anhõkrã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhõkrã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,panhõkrã,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhõkrã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hanhô,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,janhô
,,,,,,,,,,,,,,,,,,,,,,,,,kaxipix,,,,,,,,,
,,,,,,,,,,,,,paxipix,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kahêxà,,,,,,,,,
,,,,,,,,,ajakre,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ahkreta,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nõrta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhõrta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhõrta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpỹnh,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apỹnh,,,,,,,,,,,,,,,,,,,,,,,,,
,anhõxỳỳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhõxỳỳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhõxỳỳ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixpunuj,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apunuj,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahpunuj,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahpunuj,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ahpunuj,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,panhĩja,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhĩja,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhĩja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,panhĩja,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhĩja,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,papajaja,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pajano,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ajano,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apymaj,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apewta,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,parakis,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,parakis,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jakaris
,,,,,,,,,amỳrpê,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hapêxja,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nokupyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anokupyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pijapu,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,set,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,htertet,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,aprã,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hprã,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kaprã,,,,,,,,,
,,,,,,,,,axkaprã,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anijê,,,,,,,,,,,,,,,,,,,,,,,,,
nhônhti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhônhti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,paxihtỳx,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axihtỳx,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kakô,,,,,,,,,
,,,,noehti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amyjê,
,,,inhmyjê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,amyjê,,,,,,,,,,,,,,,,,,,,,,,,,
nhĩkrep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩkrep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,htatak,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hipy,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pigrành,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axkamur,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pãwta,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,patrãwta,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jotre
,,,,,,,,ixupôk,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axupôk,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jajti
,,,,,,,,,,,,,pynajti,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,panhĩkwỹ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhĩkwỹ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,papajja,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,papajja,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apke,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pynajre,,,,,,,,,,,,,,,,,,,,,
,anhỹỹre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhỹỹre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhỹỹre,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkute,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akute,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pakute,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahtã,,,,,,,,,,,,,,,,,,,,,
,,,,,anasja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pasja,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kupĩĩ,,,,,,,,,
,,,,,,,,,,,,,,,simãwja,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pagrer,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agrer,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhgrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,atãã,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,htãã,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,piitãã,,,,,,,,,,,,,,,,,,,,,
,,,,nhek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhõxà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhõxà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kariot,,,,,,,,,
,,,,,,,,,,,,,pikapĩr,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kopta,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kopta,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,wĩta,,,,,,,,,,,,,,
,,,,,,,,,,,,,pĩta,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kĩta,,,,,,,,,
,,,,,,,,,,,pahkwỳja,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixàprãr,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axàprãr,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amỹrà,
,,,,,,,,,amỹrà,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hamakja,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,patreja,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pêtreja,,,,,,,,,,,,,,,,,,,,,
,anhĩõja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,panhĩõja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhĩõja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhĩõja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,panhĩõja,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,amnhĩõja,,,,,,,,
,,,,,,,inhĩõja,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhĩõja,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,panhĩõja,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amnhĩõja,
,,,,,,,,,,,,,pohti,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,johti
,,,,,,,,,,,,,,,,,,,,wapohti,,,,,,,,,,,,,,
,,,,,,,inhõt,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhõt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhõt,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpo,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,wapo,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,awapo,,,,,,,,,,,,
nhĩpônh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩpônh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,paaw,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuhpaw,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,awapota,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,wapota,,,,,,,,,,,,,,
,,,,,,,,,awapota,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkàm,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahpytà,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixpytà,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apytà,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akapẽn,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kapẽn,,,,,,,,,
,,,,,,,,,akapẽn,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kajpas,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kĩtare,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kapi,,,,,,,,,
,,,,,,,,,,hkaxônh,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuhtô,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kokỹ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kokỹ,,,,,,,,,
,,,,,,,,,,,,,pirat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kakwỳnh,,,,,,,,,
,,,,,,,,,,,pahkwỳ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahkwỳ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,piratja,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hprõja,,,,,,,,,,,,,,,,,,,,,,,,
,anhũre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhũre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhũre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhũre,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhũre,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,parapas,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,parapas,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,parja,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixpigêt,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpigêt,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kunhô,,,,,,,,,
,,,,,,,,,,htykja,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahtykja,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixtykja,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahkrãm,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkrãm,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkrãm,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akrãm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kanêre,,,,,,,,,
,,,,,,,,,,hikãx,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkrãx,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pytĩja,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,sirẽn,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kahpata,,,,,,,,,
nhĩxêt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩxêt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hixêtja,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,korkot,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,korkot,,,,,,,,,
,,,,,,,,,,,,,pihkàr,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkaki,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jôka
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jahãmri
,,,,,,,,,,,,,,,,,,,,,,,,,katêr,,,,,,,,,
,,,,,,,,,,,,,punure,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkanhwỳ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkaôr,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,krak,,,,,,,,,
,,,,,,,,,,,parak,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkrak,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,krakrak,,,,,,,,,
,,,,,,,,,,hparpê,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahtỳx,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,katej,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kupẽxê,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kupu,,,,,,,,,
,,,,,,,,,,hkupu,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kukõ,,,,,,,,,
,,,,,,,,,,hkukõ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axy,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hõmẽ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahpiitã,,,,,,,,,,,,,,,,,,,,,,,
nhĩnur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩnur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hakỳx,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkràm,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkumrã,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jakành
,,,,,andre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,andre,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpry,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jakop
,,,,,,,,,ajapêr,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pamõr,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pajapôj,,,,,,,,,,,,,,,,,,,,,
nhĩtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩtom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kwat,,,,,,,,,
,,,,,,,,,,hkapi,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahkapi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,patar,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,atar,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,patar,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apiatar,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kôkôt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akôkôt,,,,,,,,,,
,,,,,,,,,,hkôkôt,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akôkôt,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pakôkôt,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apkatim,,,,,,,,,,,,,,,,,,,,,,,,,
nhĩgã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩgã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kanôre,,,,,,,,,
nhĩgãnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩgãnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,janênh
,,,,,,,,,,,,,poanes,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,prêprêk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pàrja,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hakàx,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jakàx
,,,,,,,,,,hkêêta,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpõm,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axpôt,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkamrêk,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pipôt,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,japar
,,,,,,,,,,,,pahkênh,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkênh,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pajanor,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,krôja,,,,,,,,,
,,,,,,,,,,hagrôja,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkũm,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jajtija
,,,,,,,,,,,,,,,,,,,,,,,,,kujahêk,,,,,,,,,
,,,,,,,,,akupênh,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkupênh,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jutja
,,,,,,,,,,,pahkwỳjê,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kamis,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kaxpar,,,,,,,,,
,,,,,,,,,,htwỳm,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,paxista,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,paxista,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akip,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akrip,,,,,,,,,,
,,,,,,,,,,,,,pirip,,,,,,,,,,,,,,,,,,,,,
,,,,nitija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,awrã,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahkrĩ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahkrĩ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pakôkôt,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,petsêj,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,jejusta,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,jejusta,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jejusta
,,,,,,,,,,,papêre,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,papêre,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kahõnh,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuhõ,,,,,,,,,
,,,,,,,,,,hkrĩn,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hikranh,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahpôx,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahpôx,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,wẽnĩs,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,krok,,,,,,,,,
,,,,,,,,,argôx,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhõhto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,anhõhto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhõhto,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhõhto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhõhto,,,,,,,,,,,,,,,,,,,,,,,,,
